session_id,difficulty,fun,feedback
6966b58e51cd5750cbf2333c,too easy,better than average,
6966b590093e07bd693958ee,just right,better than average,
6966b594889d8db7fec2cce5,just right,typical,Quite enjoyable
6966b591ba8bb0c22b3e02eb,too easy,typical,
6966b5951526dd3c4f4dec54,just right,better than average,
6966b595cdcbfb3db11aa452,just right,typical,
6966b598454fd84bab93aa74,just right,better than average,
6966b59a3747ddebe19fce65,just right,better than average,Thanks
6966b59853068203ea615ae0,just right,better than average,
6966b59c8425df399f18f535,just right,typical,
6966b59dcde658ae1593c51f,too easy,typical,
6966b59cce538af465090c6e,just right,better than average,Thank you for allowing me to participate in your study.
6966b59df267a4034cc5213e,just right,better than average,It was a fun experiment thank you
6966b59ef6e5bd5b2118b824,just right,better than average,
6966b59f5afb83382bcfe9ed,just right,better than average,Thank you.
6966b5a1ba2885df3f968f01,too easy,typical,
6966b5a0815c315de6a7c18c,just right,better than average,
6966b5a2b33904ea990dc48e,too easy,better than average,
6966b5a62f215b6cf5308755,too hard,typical,
6966b5a8b52560f47fbaa76c,just right,typical,
6966b5a91ea7df0e9bd300e6,just right,typical,
6966b5a9fc85867c6480baa8,just right,typical,
6966b5aa554a70b67db46f95,just right,typical,
6966b5aa6a2695ef26213b33,just right,better than average,
6966b5ac1a5581b6574a47e5,just right,better than average,
6966b5ade26951799bc856db,just right,better than average,
6966b5bbf6e5bd5b2118b829,just right,better than average,
6966b5c1795b21ff17d5e79a,too easy,better than average,
6966b5c30b10678116392855,too easy,better than average,
6966b5cb7e8d8c94373959cf,just right,typical,
6966b5d5e063dfe66a7d9112,just right,better than average,
6966b5d9b5789ab035035a77,just right,better than average,
6966b5db0b5827a754e0f275,just right,typical,no
6966b5e336ba143d0d6123e7,just right,typical,
6966b5e4d7358cc7b7332e78,just right,typical,No
6966b5ea8cc8f25ffc7c39ce,just right,better than average,
6966b5fe4cc8e7d95bcfe8e3,just right,typical,
6966b60b6cac262bc40701e4,just right,typical,
6966b613900162b368e4deb8,just right,better than average,thanks would do that again 
6966b61505a9ebf46b7e2899,too hard,typical,
6966b61b6ad849c47cd830fa,just right,typical,
6966b61630a60c640b561033,just right,better than average,
6966b61c73800b546277361b,just right,typical,
6966b61c767c101bb3463f3a,just right,better than average,"Thanks, I enjoyed participating."
6966b61dff0e63a4f84df17a,just right,typical,
6966b61eaa8cc1cfacefaccf,just right,better than average,
6966b620196e880266bfb74f,just right,better than average,
6966b625205c5663eb4a8903,too easy,typical,
6966b64c3e755e6935b30613,just right,better than average,
6966b65be9bb15ed01cd5517,just right,typical,
6966b68ec993ead0a830bd76,just right,better than average,It would be good to have a visual reminder of the buttons to press for left and right
6966b690d239c9d999ef548c,just right,better than average,
6966b68f26c8dad159bc6281,just right,better than average,
6966b696cf8d4bb7607084af,just right,typical,
6966b69b53969f6332c3a33e,just right,better than average,
6966b69770a5e9e3e0a6a068,just right,better than average,
6966b69a1bba774662c5328e,just right,typical,
6966b69d661ff995866af309,just right,typical,na
6966b69fdf3065ff7b2c1651,just right,better than average,It was a fun game to play
6966b6a0291fff9a7a992766,just right,typical,Na
6966b6a83f3d06adbef36f9b,just right,better than average,Thank you for the study!
6966b70c15fc1fd52e5d9cbf,just right,typical,
6966b6f65a39d6a9906d4ced,just right,better than average,
6966b71673684f981c5fbc61,just right,typical,
6966b71ab6d598953b162329,too easy,better than average,
6966b71d94619ce13e2d08ef,just right,typical,
6966b79bdae1af68e8466ddc,just right,typical,
6966b7283e755e6935b30624,just right,better than average,none
6966b73dd286671aa68d2de6,just right,typical,
6966b800dc2bed96c85bf98c,just right,better than average,
6966b83d99a586405e8fc3c1,just right,typical,
6966b8044bc43f899b39f619,just right,better than average,Thank you for the opportunity to participate in this study
6966b8791770beb876a909d7,just right,typical,
6966b807b5789ab035035aa0,just right,better than average,
6966b81a2ff52a8115219985,just right,better than average,
6966b854c11309e43cde3151,just right,typical,
6966b87710b3dcf38e7c38d6,too easy,better than average,nope!
6966b822f9652a37aa80b9e5,just right,typical,
6966b87f73d219fbcade2f41,just right,better than average,
6966b88a2b66405d2a4f9482,just right,better than average,
6966b8792249614bf4830e04,just right,typical,
6966b9399e0389d048331e32,just right,better than average,
6966b949efcf57b59665b495,just right,typical,
6966b91078040c6e904a8800,just right,better than average,
6966b96ef267a4034cc52185,just right,,
6966ba75cd43a7827482ce19,just right,better than average,
6966b98435274a4a7fb3078c,just right,typical,
6966b97505a36f838e5b65d0,just right,better than average,
6966bba83c55de7df76dcb54,just right,typical,
6966b9e5455ea2a58de6872f,just right,better than average,
6966bbd50bc80af49c0bfc09,just right,typical,
6966bd38205c5663eb4a89b1,just right,typical,
6966bd3d35274a4a7fb307e0,just right,better than average,
6966bde4734f048da46f30b9,just right,better than average,I enjoyed the study thank you!
6966be35c4a634679e1a3745,too easy,better than average,N/A
6966be97e6462dee617116e2,just right,better than average,Gracias.
6966bef1933ed17148cf7902,just right,typical,
6966bf2b479d57db8582639f,just right,typical,
6966c3bee66f7083dfd2e28b,just right,typical,
6966c0799e0389d048331ed4,just right,typical,
6966c1e3b18ab69a81a98f41,too easy,typical,
