session_id,difficulty,fun,feedback
693b750dae7421cb89ff07b3,too easy,better than average,
693b751bd54ddf0537ca633b,too easy,better than average,
693b75695cc373a32be20044,just right,typical,
693b7572ae3f35afddbbc0d1,just right,typical,
693b75da9cd69eef81191a3e,just right,better than average,
693b75de330da02b5de6dbf6,too hard,typical,
693b75e859b3d5a51e7ce5f9,too easy,better than average,
693b76612f53de3403eda8e9,just right,better than average,
693b76d465f7edd861a92105,just right,typical,
693b7749cb855c215c9a56ba,just right,better than average,
693b774c7fad1c37f642b996,just right,better than average,
693b78fc47bbc422bbebe054,just right,typical,
693b7949c3e232988fda59bc,just right,better than average,
693b79ab39895e3176011182,just right,typical,
693b79fb7c5b48b2ad82e59b,just right,typical,Enjoyed the study!!
693b7a1dc6515a398d41ab17,just right,better than average,
693b7aaa32987e852790da25,just right,typical,
693b7c1d4ea20c3d426c28f8,just right,better than average,
693b7c9ef6f01ea412df8efb,just right,typical,
693b8139bb93904a3cd5a5dc,just right,better than average,
693b7ec2a397138e8ba3a86e,just right,better than average,
693b7f80a397138e8ba3a885,just right,typical,No problems noted
693b831a3b18b79803d702d8,too easy,better than average,
693b83971bf7e993c07028d6,just right,better than average,
693b85b3465de2ef6738c6bd,just right,better than average,I enjoyed that a lot
693b8743d4dcdb63359a8b4f,too easy,better than average,
693ba6499ff3edd6b1d9056c,just right,better than average,
